	scenario_title	search_nums	image_path	target_price_buyer	target_price_seller	description_buyer	description_seller
430	Stainless Architech lamps	183000000	furniture/6144572953_0.jpg	84	120	Two nice stainless architect lamps in great condition	Two nice stainless architect lamps in great condition 4ft tall extends another 2 ft neck Email me your phone number and I'll get back to you asap
1319	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	41	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
346	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	92	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
1305	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	41	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
460	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	70	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
1312	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	27	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
1314	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	34	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
458	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	50	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
365	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	76	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
384	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	92	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
1335	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	34	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
45	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	60	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
393	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	50	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
397	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	70	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
424	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	90	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
429	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	70	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
150	Oak Side Table with drawer (2)	180000000	furniture/6145284336_0.jpg	76	100	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"""	"Two Oak Side Table  (oval) with drawer (matching pair) Very nice condition, structurally sound. Dimensions: 24"" high, oval top 23"" x 27"" Cash/pickup Provide phone number in your reply."
1356	CEILING FIXTURES	180000000	furniture/6144792983_0.jpg	27	45	Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia.	"Beautiful, sea-foam green, frosted glass, flush mount ceiling fixtures, by Lithonia. 21"" DIA. x 4.5"" H, with circular florescent tube. Some has one tube, some has two. Will not ship, or deliver. Please call"
1003	Queen size Bedroom set	174000000	furniture/6143799589_0.jpg	336	480	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture) My husband installed a lock on one of the night stands Everything is in great condition except for the stain on the mirror
932	Queen size Bedroom set	174000000	furniture/6143799589_0.jpg	432	480	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture) My husband installed a lock on one of the night stands Everything is in great condition except for the stain on the mirror
990	Queen size Bedroom set	174000000	furniture/6143799589_0.jpg	240	480	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture) My husband installed a lock on one of the night stands Everything is in great condition except for the stain on the mirror
1135	Queen size Bedroom set	174000000	furniture/6143799589_0.jpg	432	480	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture) My husband installed a lock on one of the night stands Everything is in great condition except for the stain on the mirror
1148	Queen size Bedroom set	174000000	furniture/6143799589_0.jpg	432	480	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture)	Headboard, Footboard frame Dresser with mirror( the mirror came off and when we glued it back on, the glue stained the glass, as shown on the picture) My husband installed a lock on one of the night stands Everything is in great condition except for the stain on the mirror
994	Bookcase	171000000		9	10	condition like new. pickup only before may 28th. already cleaned and ready to be picked up. check dimensions in the link.	condition like new. pickup only before may 28th. already cleaned and ready to be picked up. check dimensions in the link. http://www.ikea.com/us/en/catalog/products/40178591/
963	Bookcase	171000000		7	10	condition like new. pickup only before may 28th. already cleaned and ready to be picked up. check dimensions in the link.	condition like new. pickup only before may 28th. already cleaned and ready to be picked up. check dimensions in the link. http://www.ikea.com/us/en/catalog/products/40178591/
